Author,Betweenness,Cluster_Rank,Coreness,Decay,Degree,Diffusion,Dispersion,Eccentricity,Eigenvector,EvidentialSemiLocal,Harmonic,Katz,Load,Local_Structural,PageRank,Percolation,Radiality,SecondOrder,Semi_Local,Subgraph,VoteRank,Closeness,Class
H Max,0,0,1,1.5,1.903456677326024e-05,0.6141249999999999,0,1,1.0650350585853011e-107,0,1,0,0,0,1.9034204465424366e-05,0,3.648361409853748e-05,0.5,0,1.7696547644900687e-34,0,1.903456677326024e-05,Nonawardee
W Kurt,0,0,1,1.5,1.903456677326024e-05,0.6141249999999999,0,1,1.0650350585853011e-107,0,1,0,0,0,1.9034204465424366e-05,0,3.648361409853748e-05,0.5,0,1.3125223933519055e-34,0,1.903456677326024e-05,Nonawardee
P Daphne Tsatsoulis,0,0,1,1352.414063,1.903456677326024e-05,22.1085,0,9,3.0021318768088175e-07,34.78965394,9375.776587301194,0.001780169,0,0,6.307080492760742e-06,0,0.5213413280035532,0.617149725,35,3.559411373156977e-08,0,0.17613890858738981,Nonawardee
D Forsyth,32723.333333333405,6.091061367443277e-05,4,2703.328125,0.000114207,1605.9368749999996,0,8,2.7645356173789407e-05,2465.4886154081114,11634.20238095425,0.00188295,4.742282871767071e-05,16,2.4276898389634504e-05,7.409816987136049e-07,0.5991989467339234,0.6168654860364488,2467,1.2836221948975934e-05,0,0.2170595470513434,Nonawardee
N De Freitas…,0,5.710370031978072e-05,3,1352.914063,5.710370031978072e-05,66.3255,0,9,9.005695096672979e-07,22.729918643230256,9376.776587301194,0.001814632,0,6,1.282964563852443e-05,0,0.5213445004917356,0.6174008338691492,23,3.1913153100511525e-07,0,0.17614026165981114,Nonawardee
P Duygulu,8180.833333333351,7.613826709304096e-05,4,2703.078125,9.51728338663012e-05,1602.2521249999995,0,8,2.764213067152203e-05,2466.2196739867413,11633.702380954248,0.001866667,1.1855163696974354e-05,16,1.9113859099079502e-05,3.7047386553044867e-07,0.5991973604898322,0.6167728653195818,2468,1.2766667806430347e-05,0,0.21705851966724948,Nonawardee
K Barnard,8180.833333333351,7.613826709304096e-05,4,2703.078125,9.51728338663012e-05,1602.2521249999995,0,8,2.764213067152203e-05,2466.2196739867413,11633.702380954248,0.001866667,1.1855163696974354e-05,16,1.9113859099079502e-05,3.7047386553044867e-07,0.5991973604898322,0.6167728653195818,2468,1.2766667806430344e-05,0,0.21705851966724948,Nonawardee
Je Snelling,0,0,1,1,1.903456677326024e-05,146.7758749999994,0,2,2.64857323976331e-50,173.99194171394106,120,0,0,0,8.30823294463264e-06,0,1.903492909488912e-05,0,238,3.9918678205985943e-36,0,0.002279399,Nonawardee
Ds Van De Lageweg Wietse,0,0,1,1.5,1.903456677326024e-05,0.6141249999999999,0,1,1.0650350585853011e-107,0,1,0,0,0,1.9034204465424366e-05,0,3.648361409853748e-05,0.5,0,6.629736458646848e-35,0,1.903456677326024e-05,Nonawardee
T Daphne…,0,0,1,1.5,1.903456677326024e-05,0.6141249999999999,0,1,1.0650350585853011e-107,0,1,0,0,0,1.9034204465424366e-05,0,3.648361409853748e-05,0.5,0,8.496400426977966e-35,0,1.903456677326024e-05,Nonawardee
B Room,0,5.710370031978072e-05,3,2.5,5.710370031978072e-05,16.581375,0,1,9.823214577625654e-89,0,3,0,0,6,1.9034204465424363e-05,0,7.13809841058342e-05,0.4330127018922193,0,2.558085098947185e-34,0,5.710370031978072e-05,Nonawardee
Al Daphne,0,5.710370031978072e-05,3,2.5,5.710370031978072e-05,16.581375,0,1,9.823214577625654e-89,0,3,0,0,6,1.9034204465424363e-05,0,7.13809841058342e-05,0.4330127018922193,0,3.1497561697486852e-34,0,5.710370031978072e-05,Nonawardee
Al Enterprise…,0,5.710370031978072e-05,3,2.5,5.710370031978072e-05,16.581375,0,1,9.823214577625654e-89,0,3,0,0,6,1.9034204465424363e-05,0,7.13809841058342e-05,0.4330127018922193,0,2.2670313275012797e-34,0,5.710370031978072e-05,Nonawardee
Al Madison,0,5.710370031978072e-05,3,2.5,5.710370031978072e-05,16.581375,0,1,9.823214577625654e-89,0,3,0,0,6,1.9034204465424363e-05,0,7.13809841058342e-05,0.4330127018922193,0,2.992815384473519e-34,0,5.710370031978072e-05,Nonawardee
E Daphnē,0,0,1,1.5,1.903456677326024e-05,0.6141249999999999,0,1,1.0650350585853011e-107,0,1,0,0,0,1.9034204465424366e-05,0,3.648361409853748e-05,0.5,0,2.0001022453642068e-35,0,1.903456677326024e-05,Nonawardee
C Elsas,0,0,1,1.5,1.903456677326024e-05,0.6141249999999999,0,1,1.0650350585853011e-107,0,1,0,0,0,1.9034204465424366e-05,0,3.648361409853748e-05,0.5,0,1.5066553092453682e-35,0,1.903456677326024e-05,Nonawardee
M Willy,0,0,1,2,3.806913354652048e-05,2.4564999999999997,0,1,1.8158837538317323e-102,0,2,0,7.246432577618822e-10,0,2.980524309344634e-05,1.8116081444047054e-10,5.393229910218585e-05,0.4714045207910317,0,6.9802238002819595e-34,0,3.806913354652048e-05,Nonawardee
L Hans,0,0,1,1.75,1.903456677326024e-05,1.2282499999999998,0,2,1.2840237161809014e-102,0.7310585786300049,1.5,0,0,0,1.364868515141338e-05,0,5.234605501094508e-05,0.816496581,1,3.214479309132465e-34,0,2.5379422364346984e-05,Nonawardee
G Oskar,0,0,1,1.75,1.903456677326024e-05,1.2282499999999998,0,2,1.2840237161809014e-102,0.7310585786300049,1.5,0,0,0,1.364868515141338e-05,0,5.234605501094508e-05,0.816496581,1,2.9337558305185487e-34,0,2.5379422364346984e-05,Nonawardee
S Reshma,0,3.806913354652048e-05,2,4190.203125,3.806913354652048e-05,16273.084249999805,0,7,0.000288236,25986.889384076723,13733.50952381338,0.002039055,0,2,1.1115625039001972e-05,0,0.6475191142412995,0.636630907,26066,0.002252839,0,0.2536284943071963,Nonawardee
Ms D'Souza,0,3.806913354652048e-05,2,4190.203125,3.806913354652048e-05,16273.084249999805,0,7,0.000288236,25986.889384076723,13733.509523813382,0.002039055,0,2,1.1115625039001972e-05,0,0.6475191142412995,0.636630907,26066,0.002252839,0,0.2536284943071963,Nonawardee
D Yancey,0,3.806913354652048e-05,2,2,3.806913354652048e-05,4.912999999999999,0,1,1.3216401528985312e-96,0,2,0,0,2,1.9034204465424366e-05,0,5.393229910218585e-05,0.4714045207910317,0,1.878666631400616e-35,0,3.806913354652048e-05,Nonawardee
Jc Roulet,0,3.806913354652048e-05,2,2,3.806913354652048e-05,4.912999999999999,0,1,1.3216401528985312e-96,0,2,0,0,2,1.9034204465424366e-05,0,5.393229910218585e-05,0.4714045207910317,0,4.637376278809148e-36,0,3.806913354652048e-05,Nonawardee
C Kissling…,0,3.806913354652048e-05,2,2,3.806913354652048e-05,4.912999999999999,0,1,1.3216401528985312e-96,0,2,0,0,2,1.9034204465424366e-05,0,5.393229910218585e-05,0.4714045207910317,0,2.2753135945118903e-35,0,3.806913354652048e-05,Nonawardee
L Daphné,0,0,1,1.5,1.903456677326024e-05,0.6141249999999999,0,1,1.0650350585853011e-107,0,1,0,0,0,1.9034204465424366e-05,0,3.648361409853748e-05,0.5,0,1.4665926269577054e-34,0,1.903456677326024e-05,Nonawardee
F Laurence,0,0,1,1.5,1.903456677326024e-05,0.6141249999999999,0,1,1.0650350585853011e-107,0,1,0,0,0,1.9034204465424366e-05,0,3.648361409853748e-05,0.5,0,1.0560405863052802e-34,0,1.903456677326024e-05,Nonawardee
Be Shie,32.57869089269575,0,2,3231.242188,3.806913354652048e-05,7001.0250000000015,0,8,0.000134283,9234.284814292074,12409.926190478123,0.001890415,7.97435840279477e-08,0,8.644146557517828e-06,1.4755449994958686e-08,0.6194251451413344,0.6022098191622562,9245,2.7707329681538004e-05,0,0.23100120734315827,Nonawardee
W Lo,0,7.613826709304096e-05,4,3975.710938,7.613826709304096e-05,19538.386875000015,0,7,0.000382298,26062.132228128772,13437.776190479615,0.002084801,0,12,1.4372514216798698e-05,0,0.6415342152850481,0.6422749731219759,26076,8.924384987327246e-05,0,0.2484441863009712,Nonawardee
Sj Lin,99436.83284216236,6.0462741515061936e-05,4,4037.429688,0.000342622,21014.12925,0.3986983534725074,7,0.000414215,27382.116336184026,13522.726190479823,0.002337638,0.000143751,54,6.33856203784731e-05,5.488828663014753e-10,0.643049078,0.6497642641032266,27395,0.000139553,0,0.24973627087321973,Nonawardee
Is Narang,0,3.806913354652048e-05,2,3213.109375,3.806913354652048e-05,4664.893500000002,0,8,8.0551432186208e-05,7505.268232719203,12388.742857144747,0.001857666,0,2,1.0319492468894812e-05,0,0.6192681069763015,0.5858854062396001,7516,1.8416370561985212e-05,0,0.23088606785877863,Nonawardee
Gp Copeland,0,3.806913354652048e-05,2,3181.007813,3.806913354652048e-05,4581.986625000002,0,8,8.273614507684712e-05,7342.027424822561,12340.580952382805,0.001861106,0,2,9.277324863411695e-06,0,0.6179213857428381,0.5944363537539263,7354,2.422197502024281e-05,0,0.22990335230449926,Nonawardee
S Raghavan,1624.0368847782183,0,2,3301.46875,3.806913354652048e-05,6898.466124999995,0,8,0.000121581,9390.356634056898,12513.54761904952,0.001897756,1.5188534223505029e-06,0,1.036645828883501e-05,3.421658131634611e-07,0.6220138954982393,0.591058243,9423,2.8715551159335872e-05,0,0.23291595146619162,Nonawardee
N Yoshitsugu…,0,0,1,3136.710938,1.903456677326024e-05,4102.355000000002,0,8,7.524921620902641e-05,6669.210957244485,12277.81429,0.001836199,0,0,6.088687619693676e-06,0,0.6164937660607214,0.5910115331035158,6679,1.6294602333564556e-05,0,0.22887069763027634,Nonawardee
Dr Lyu…,0,0,1,3136.710938,1.903456677326024e-05,4102.355000000002,0,8,7.524921620902641e-05,6669.210957244485,12277.81429,0.001836199,0,0,6.088687619693676e-06,0,0.6164937660607214,0.5910115331035158,6679,1.6294602333564553e-05,0,0.22887069763027634,Nonawardee
A Sood,0,0,1,3136.710938,1.903456677326024e-05,4102.355000000002,0,8,7.524921620902641e-05,6669.210957244485,12277.81429,0.001836199,0,0,6.088687619693676e-06,0,0.6164937660607214,0.5910115331035158,6679,1.629460233356456e-05,0,0.22887069763027634,Nonawardee
D Friedland,0,0,1,3136.710938,1.903456677326024e-05,4102.355000000002,0,8,7.524921620902641e-05,6669.210957244485,12277.81429,0.001836199,0,0,6.088687619693676e-06,0,0.6164937660607214,0.5910115331035158,6679,1.629460233356456e-05,0,0.22887069763027634,Nonawardee
Wc Lo…,0,0,1,3136.710938,1.903456677326024e-05,4102.355000000002,0,8,7.524921620902641e-05,6669.210957244485,12277.81429,0.001836199,0,0,6.088687619693676e-06,0,0.6164937660607214,0.5910115331035158,6679,1.6294602333564563e-05,0,0.22887069763027634,Nonawardee
S Kimiaki…,0,0,1,3136.710938,1.903456677326024e-05,4102.355000000002,0,8,7.524921620902641e-05,6669.210957244485,12277.81429,0.001836199,0,0,6.088687619693676e-06,0,0.6164937660607214,0.5910115331035158,6679,1.6294602333564553e-05,0,0.22887069763027634,Nonawardee
Gj Jan…,0,7.613826709304096e-05,4,3975.710938,7.613826709304096e-05,19538.386875000015,0,7,0.000382298,26062.132228128776,13437.776190479615,0.002084801,0,12,1.4372514216798698e-05,0,0.6415342152850481,0.6422749731219759,26076,8.92438498732724e-05,0,0.2484441863009712,Nonawardee
A Bhide,7548.652973670536,1.903456677326024e-05,3,4045.875,5.710370031978072e-05,16618.22249999994,0,7,0.000271938,22692.269507022673,13535.533333336898,0.002020106,1.8231507240421312e-06,2,1.2711634828178922e-05,1.6390388830600254e-07,0.6435947463595698,0.6379847276594725,22726,0.000132593,0,0.2502049905021059,Nonawardee
J Menon,364.76634690890734,0,2,3238.976563,3.806913354652048e-05,4788.946750000003,0,8,8.327457257965082e-05,7715.513414861808,12427.626190478048,0.001860371,3.213984947394448e-07,0,9.908634638308262e-06,5.4034248762519413e-08,0.620332477,0.5792442661446076,7727,1.9120330489838685e-05,0,0.23166871272633732,Nonawardee
Wc Lin,132791.76091199735,6.254214796928365e-05,4,3979.460938,0.000285519,19945.55175000001,0.2708139759435899,7,0.000393736,26043.36427863009,13444.692857146289,0.002274429,0.000193619,46,5.225367040815652e-05,5.86383888100925e-09,0.6415818026077853,0.6429662745866594,26056,0.000113964,0,0.2484845719094599,Nonawardee
M Laue,0,0,1,3136.710938,1.903456677326024e-05,4102.355000000002,0,8,7.524921620902641e-05,6669.210957244485,12277.81429,0.001836199,0,0,6.088687619693676e-06,0,0.6164937660607214,0.5910115331035158,6679,1.6294602333564556e-05,0,0.22887069763027634,Nonawardee
Ch Chiang…,134.37480075187972,0,2,3147.695313,3.806913354652048e-05,5318.936625000001,0,8,9.670894540996194e-05,6838.236862654942,12293.230952382772,0.001869826,4.3377228612116063e-07,0,9.299083364811941e-06,7.939919465746067e-08,0.6167840487294185,0.5930825007581318,6851,1.83246185234345e-05,0,0.22907991869691072,Nonawardee
N Mittal,0,0,1,3136.710938,1.903456677326024e-05,4102.355000000002,0,8,7.524921620902641e-05,6669.210957244484,12277.81429,0.001836199,0,0,6.088687619693676e-06,0,0.6164937660607214,0.5910115331035158,6679,1.6294602333564556e-05,0,0.22887069763027634,Nonawardee
Jw Daphne,0,0,1,3136.710938,1.903456677326024e-05,4102.355000000002,0,8,7.524921620902641e-05,6669.210957244485,12277.81429,0.001836199,0,0,6.088687619693676e-06,0,0.6164937660607214,0.5910115331035158,6679,1.629460233356455e-05,0,0.22887069763027634,Nonawardee
I Narang,10378.506260795784,4.4413989137607226e-05,4,3581.429688,0.000133242,9280.042875,0,8,0.000159494,14487.005940622204,12906.242857145136,0.002008215,9.99815942118594e-06,14,2.726025616516882e-05,4.688511404011196e-08,0.6308524475746328,0.5979181490056703,14508,0.000106206,0,0.23969946206932158,Nonawardee
Mj Menon…,0,0,1,3136.710938,1.903456677326024e-05,4102.355000000002,0,8,7.524921620902641e-05,6669.210957244485,12277.81429,0.001836199,0,0,6.088687619693676e-06,0,0.6164937660607214,0.5910115331035158,6679,1.6294602333564556e-05,0,0.22887069763027634,Nonawardee
Hh Chang,122.6917063455098,0,2,3147.460938,3.806913354652048e-05,5324.463750000002,0,8,9.447620645437459e-05,6847.050137643423,12292.530952382782,0.001867924,3.1553720163899916e-07,0,9.60399826155481e-06,6.222105912890443e-08,0.6167491513594112,0.5940871247716782,6860,1.769608785894652e-05,0,0.22905474621110175,Nonawardee
Ml Lo,4571.660904456613,0,2,4557.609375,5.710370031978072e-05,27703.178749999915,0,7,0.000754048,39590.23421317158,14231.261904766756,0.002366109,1.759987403614173e-05,0,1.3802150129916493e-05,8.245906981486397e-07,0.657036579,0.6406526271095166,39710,0.001562371,0,0.26233373005233346,Nonawardee
Ak Bhide,0,3.806913354652048e-05,2,3181.007813,3.806913354652048e-05,4581.986625000002,0,8,8.273614507684712e-05,7342.027424822561,12340.580952382805,0.001861106,0,2,9.277324863411695e-06,0,0.6179213857428381,0.5944363537539263,7354,2.422197502024281e-05,0,0.22990335230449926,Nonawardee
K Mehta,0,0,1,3136.710938,1.903456677326024e-05,4102.355000000002,0,8,7.524921620902641e-05,6669.210957244485,12277.81429,0.001836199,0,0,6.088687619693676e-06,0,0.6164937660607214,0.5910115331035158,6679,1.6294602333564556e-05,0,0.22887069763027634,Nonawardee
Ad Jhingran,0,5.710370031978072e-05,3,4570.171875,5.710370031978072e-05,33387.51975,0,7,0.000551365,34841.25203409665,14247.195238100196,0.002267369,0,6,1.423607051608026e-05,0,0.657385552,0.6415110856912011,34970,0.002770349,0,0.2626642936014942,Nonawardee
A Jhingran,7548.652973670536,1.903456677326024e-05,3,4045.875,5.710370031978072e-05,16618.22249999994,0,7,0.000271938,22692.269507022673,13535.533333336898,0.002020106,1.8231507240421312e-06,2,1.2711634828178922e-05,1.6390388830600254e-07,0.6435947463595698,0.6379847276594725,22726,0.000132593,0,0.2502049905021059,Nonawardee
Db Friedland,0,0,1,3136.710938,1.903456677326024e-05,4102.355000000002,0,8,7.524921620902641e-05,6669.210957244485,12277.81429,0.001836199,0,0,6.088687619693676e-06,0,0.6164937660607214,0.5910115331035158,6679,1.6294602333564553e-05,0,0.22887069763027634,Nonawardee
C Mega,0,0,1,3136.710938,1.903456677326024e-05,4102.355000000002,0,8,7.524921620902641e-05,6669.210957244485,12277.81429,0.001836199,0,0,6.088687619693676e-06,0,0.6164937660607214,0.5910115331035158,6679,1.6294602333564563e-05,0,0.22887069763027634,Nonawardee
Th Yu…,0,0,1,3136.710938,1.903456677326024e-05,4102.355000000002,0,8,7.524921620902641e-05,6669.210957244485,12277.81429,0.001836199,0,0,6.088687619693676e-06,0,0.6164937660607214,0.5910115331035158,6679,1.6294602333564553e-05,0,0.22887069763027634,Nonawardee
Vs Tseng,43.04154615585364,0,3,3231.867188,5.710370031978072e-05,8325.692625000001,0,8,0.000157666,9238.904130828498,12410.92619047812,0.001921626,1.3504438081643087e-07,0,1.1517485662405845e-05,1.024946388167145e-08,0.6194314901176993,0.6024525909296002,9250,3.2536444118200354e-05,0,0.23100586185725458,Nonawardee
S Padmanabhan…,0,3.806913354652048e-05,2,3181.007813,3.806913354652048e-05,4581.986625000002,0,8,8.273614507684712e-05,7342.027424822561,12340.580952382805,0.001861106,0,2,9.277324863411695e-06,0,0.6179213857428381,0.5944363537539263,7354,2.4221975020242804e-05,0,0.22990335230449926,Nonawardee
Th Yu,0,0,1,3136.710938,1.903456677326024e-05,4102.355000000002,0,8,7.524921620902641e-05,6669.210957244485,12277.81429,0.001836199,0,0,6.088687619693676e-06,0,0.6164937660607214,0.5910115331035158,6679,1.6294602333564543e-05,0,0.22887069763027634,Nonawardee
Jw Hui,0,3.806913354652048e-05,2,4067.554688,3.806913354652048e-05,18244.425499999976,0,7,0.000347006,26284.807429352426,13566.033333336893,0.002036982,0,2,8.977413557622203e-06,0,0.6443815234288253,0.6330020459638955,26307,0.000135593,0,0.2508839245478583,Nonawardee
Ps Chen…,0,0,1,3136.710938,1.903456677326024e-05,4102.355000000002,0,8,7.524921620902641e-05,6669.210957244485,12277.81429,0.001836199,0,0,6.088687619693676e-06,0,0.6164937660607214,0.5910115331035158,6679,1.6294602333564563e-05,0,0.22887069763027634,Nonawardee
Tanmeiyan Daphne,0,0,1,1,1.903456677326024e-05,146.7758749999994,0,2,2.64857323976331e-50,173.99194171394106,120,0,0,0,8.30823294463264e-06,0,1.903492909488912e-05,0,238,1.588230995631795e-36,0,0.002279399,Nonawardee
Limshuhui Daphne,0,0,1,1,1.903456677326024e-05,146.7758749999994,0,2,2.64857323976331e-50,173.99194171394106,120,0,0,0,8.30823294463264e-06,0,1.903492909488912e-05,0,238,5.3902729488604704e-36,0,0.002279399,Nonawardee
Gp Daphne,0,3.806913354652048e-05,2,2,3.806913354652048e-05,4.912999999999999,0,1,1.3216401528985312e-96,0,2,0,0,2,1.9034204465424366e-05,0,5.393229910218585e-05,0.4714045207910317,0,6.485313792342353e-35,0,3.806913354652048e-05,Nonawardee
Gp Daphne…,0,3.806913354652048e-05,2,2,3.806913354652048e-05,4.912999999999999,0,1,1.3216401528985312e-96,0,2,0,0,2,1.9034204465424366e-05,0,5.393229910218585e-05,0.4714045207910317,0,1.2081102738954306e-35,0,3.806913354652048e-05,Nonawardee
Bd Nora,0,3.806913354652048e-05,2,2,3.806913354652048e-05,4.912999999999999,0,1,1.3216401528985312e-96,0,2,0,0,2,1.9034204465424366e-05,0,5.393229910218585e-05,0.4714045207910317,0,1.4788619902838612e-34,0,3.806913354652048e-05,Nonawardee
Ddm Daphne,0,0,1,1,1.903456677326024e-05,146.7758749999994,0,2,2.64857323976331e-50,173.99194171394106,120,0,0,0,8.30823294463264e-06,0,1.903492909488912e-05,0,238,8.594509771914143e-36,0,0.002279399,Nonawardee
Jm Michan,0,0,1,1,1.903456677326024e-05,146.7758749999994,0,2,2.64857323976331e-50,173.99194171394106,120,0,0,0,8.30823294463264e-06,0,1.903492909488912e-05,0,238,6.134120163098219e-36,0,0.002279399,Nonawardee
N Fristacky,53461.97738645991,3.806913354652048e-05,3,4005.46875,0.000171311,15194.066625000012,0,7,0.000251909,21660.667468244603,13483.069047622474,0.00210802,8.72810526997705e-05,16,4.103030969920342e-05,1.540585815611622e-07,0.6425636877002633,0.630648226,21694,0.000110139,0,0.24932080182770255,Awardee
Kp Macauliffe,0,5.710370031978072e-05,3,2997.816406,5.710370031978072e-05,3214.330249999999,0,8,5.240805410613804e-05,4970.607373651676,12077.83452381134,0.001863017,0,6,1.3847806947835577e-05,0,0.6114542685828496,0.5879302510777246,4983,1.6918128370182732e-05,0,0.2252984405772547,Nonawardee
Kp Mcauliffe,0,5.710370031978072e-05,3,2997.816406,5.710370031978072e-05,3214.330249999999,0,8,5.240805410613804e-05,4970.607373651676,12077.83452381134,0.001863017,0,6,1.3847806947835577e-05,0,0.6114542685828496,0.5879302510777246,4983,1.6918128370182725e-05,0,0.2252984405772547,Nonawardee
