Author,Betweenness,Cluster_Rank,Coreness,Decay,Degree,Diffusion,Dispersion,Eccentricity,Eigenvector,EvidentialSemiLocal,Harmonic,Katz,Load,Local_Structural,PageRank,Percolation,Radiality,SecondOrder,Semi_Local,Subgraph,VoteRank,Closeness,Class
H Hashizume,0,0,1,2771.757813,1.903456677326024e-05,1691.9143749999937,0,8,3.223447393274691e-05,2727.6390601394564,11736.952380954172,0.001817003,0,0,7.3448599428450834e-06,0,0.60197646,0.615310314,2754,3.5137509383259216e-06,0,0.2188735392186905,Nonawardee
Jt Sagredo,0,0,1,2771.757813,1.903456677326024e-05,1691.9143749999937,0,8,3.223447393274691e-05,2727.6390601394564,11736.952380954172,0.001817003,0,0,7.3448599428450834e-06,0,0.60197646,0.615310314,2754,3.513750938325924e-06,0,0.2188735392186905,Nonawardee
J Honore Walther,0,0,1,2771.757813,1.903456677326024e-05,1691.9143749999937,0,8,3.223447393274691e-05,2727.6390601394564,11736.95238095417,0.001817003,0,0,7.3448599428450834e-06,0,0.60197646,0.615310314,2754,3.513750938325923e-06,0,0.2188735392186905,Nonawardee
P Gonnet,122900.19398237452,2.8551850159890357e-05,3,2776.257813,0.000171311,2013.715874999994,0.1504522088575499,8,3.520639480945811e-05,2762.919985797207,11744.569047620838,0.001952274,0.000177848,12,5.144995940982342e-05,3.473321958650464e-07,0.6020700485390692,0.6163130319638728,2789,4.5991181740013135e-06,0,0.21893518991028713,Nonawardee
K Fukagata,0,0,1,2771.757813,1.903456677326024e-05,1691.9143749999937,0,8,3.223447393274691e-05,2727.6390601394564,11736.95238095417,0.001817003,0,0,7.3448599428450834e-06,0,0.60197646,0.615310314,2754,3.5137509383259224e-06,0,0.2188735392186905,Nonawardee
H Owhadi,0,0,1,2771.757813,1.903456677326024e-05,1691.9143749999937,0,8,3.223447393274691e-05,2727.6390601394564,11736.952380954172,0.001817003,0,0,7.3448599428450834e-06,0,0.60197646,0.615310314,2754,3.5137509383259224e-06,0,0.2188735392186905,Nonawardee
K Eschler,0,0,1,2771.757813,1.903456677326024e-05,1691.9143749999937,0,8,3.223447393274691e-05,2727.6390601394564,11736.952380954168,0.001817003,0,0,7.3448599428450834e-06,0,0.60197646,0.615310314,2754,3.5137509383259224e-06,0,0.2188735392186905,Nonawardee
B Hunt,0,0,1,2771.757813,1.903456677326024e-05,1691.9143749999937,0,8,3.223447393274691e-05,2727.6390601394564,11736.952380954172,0.001817003,0,0,7.3448599428450834e-06,0,0.60197646,0.615310314,2754,3.5137509383259195e-06,0,0.2188735392186905,Nonawardee
L Chatagny,0,3.806913354652048e-05,2,4107.664063,3.806913354652048e-05,20594.06775,0,7,0.000461153,31137.25121656043,13614.876190479994,0.002114302,0,2,9.803066925569196e-06,0,0.6447860156720916,0.656182936,31174,0.00015789,0,0.2512344093932006,Nonawardee
S Hieber,0,0,1,2771.757813,1.903456677326024e-05,1691.9143749999937,0,8,3.223447393274691e-05,2727.6390601394564,11736.952380954172,0.001817003,0,0,7.3448599428450834e-06,0,0.60197646,0.615310314,2754,3.5137509383259254e-06,0,0.2188735392186905,Nonawardee
Ml Iruela-Arispe,0,0,1,2771.757813,1.903456677326024e-05,1691.9143749999937,0,8,3.223447393274691e-05,2727.6390601394564,11736.95238095417,0.001817003,0,0,7.3448599428450834e-06,0,0.60197646,0.615310314,2754,3.513750938325924e-06,0,0.2188735392186905,Nonawardee
N Kasagi,0,0,1,2771.757813,1.903456677326024e-05,1691.9143749999937,0,8,3.223447393274691e-05,2727.6390601394564,11736.952380954168,0.001817003,0,0,7.3448599428450834e-06,0,0.60197646,0.615310314,2754,3.5137509383259224e-06,0,0.2188735392186905,Nonawardee
Jh Walther,4809.109342502588,2.5379422364346984e-05,3,3270.390625,7.613826709304096e-05,9036.849375,0.1692587349647437,8,0.000206485,12381.13144674938,12467.72142857333,0.00197938,1.6013046612922527e-05,4,1.7557217262821488e-05,4.5304601455292764e-07,0.6207417277370642,0.5978597602107524,12412,2.558711622184448e-05,0,0.23197105438853605,Nonawardee
Ja Helmuth,0,0,1,2771.757813,1.903456677326024e-05,1691.9143749999937,0,8,3.223447393274691e-05,2727.6390601394564,11736.95238095417,0.001817003,0,0,7.3448599428450834e-06,0,0.60197646,0.615310314,2754,3.513750938325922e-06,0,0.2188735392186905,Nonawardee
G Tauriello,0,0,1,2771.757813,1.903456677326024e-05,1691.9143749999937,0,8,3.223447393274691e-05,2727.6390601394564,11736.95238095417,0.001817003,0,0,7.3448599428450834e-06,0,0.60197646,0.615310314,2754,3.5137509383259254e-06,0,0.2188735392186905,Nonawardee
J Feigelman,0,0,1,2771.757813,1.903456677326024e-05,1691.9143749999937,0,8,3.223447393274691e-05,2727.6390601394564,11736.952380954172,0.001817003,0,0,7.3448599428450834e-06,0,0.60197646,0.615310314,2754,3.5137509383259267e-06,0,0.2188735392186905,Nonawardee
Nn Schraudolph,0,0,1,2771.757813,1.903456677326024e-05,1691.9143749999937,0,8,3.223447393274691e-05,2727.6390601394564,11736.95238095417,0.001817003,0,0,7.3448599428450834e-06,0,0.60197646,0.615310314,2754,3.5137509383259207e-06,0,0.2188735392186905,Nonawardee
I Mezic,0,0,1,2771.757813,1.903456677326024e-05,1691.9143749999937,0,8,3.223447393274691e-05,2727.6390601394564,11736.952380954172,0.001817003,0,0,7.3448599428450834e-06,0,0.60197646,0.615310314,2754,3.513750938325919e-06,0,0.2188735392186905,Nonawardee
Em Kotsalis,381.84486426104223,1.903456677326024e-05,3,3269.515625,5.710370031978072e-05,8950.871875,0,8,0.000206103,12381.165384679216,12466.388095239998,0.001961358,4.5360071826363334e-07,2,1.2841709765393773e-05,3.946707230737523e-08,0.6207322102725167,0.5975132531435814,12411,2.5097469969118594e-05,0,0.23196401422461768,Nonawardee
T Werder…,0,0,1,2771.757813,1.903456677326024e-05,1691.9143749999937,0,8,3.223447393274691e-05,2727.6390601394564,11736.952380954168,0.001817003,0,0,7.3448599428450834e-06,0,0.60197646,0.615310314,2754,3.513750938325924e-06,0,0.2188735392186905,Nonawardee
M Milano,54744.78649264582,2.284148012791229e-05,3,4108.789063,0.000114207,16831.93800000001,0.1128391566431624,7,0.000288331,24747.191464595046,13625.450000003591,0.002093998,5.4981185940388826e-05,6,3.1505131090543366e-05,7.638819595374234e-07,0.6455236191745186,0.6276998985948274,24800,0.000558634,0,0.25187605624339376,Nonawardee
F Milde,25889.772241738545,1.903456677326024e-05,3,3679.671875,5.710370031978072e-05,13455.478750000028,0,8,0.00022037,14566.538232763389,13024.204761907582,0.00199693,1.1869235855776124e-05,2,1.4810960951005262e-05,1.3148949377963936e-06,0.6319596459503188,0.6614185205995089,14634,0.000330344,0,0.24057717807249224,Nonawardee
B Bayati,0,3.806913354652048e-05,2,4107.664063,3.806913354652048e-05,20594.06775,0,7,0.000461153,31137.25121656043,13614.876190479992,0.002114302,0,2,9.803066925569196e-06,0,0.6447860156720916,0.656182936,31174,0.00015789,0,0.2512344093932006,Nonawardee
A Helenius,0,0,1,2771.757813,1.903456677326024e-05,1691.9143749999937,0,8,3.223447393274691e-05,2727.6390601394564,11736.952380954172,0.001817003,0,0,7.3448599428450834e-06,0,0.60197646,0.615310314,2754,3.513750938325919e-06,0,0.2188735392186905,Nonawardee
Aa Tchieu,0,0,1,2771.757813,1.903456677326024e-05,1691.9143749999937,0,8,3.223447393274691e-05,2727.6390601394564,11736.952380954172,0.001817003,0,0,7.3448599428450834e-06,0,0.60197646,0.615310314,2754,3.513750938325924e-06,0,0.2188735392186905,Nonawardee
Sdmånn Schraudolph,0,0,1,2771.757813,1.903456677326024e-05,1691.9143749999937,0,8,3.223447393274691e-05,2727.6390601394564,11736.952380954168,0.001817003,0,0,7.3448599428450834e-06,0,0.60197646,0.615310314,2754,3.5137509383259216e-06,0,0.2188735392186905,Nonawardee
J Chou…,0,0,1,2771.757813,1.903456677326024e-05,1691.9143749999937,0,8,3.223447393274691e-05,2727.6390601394564,11736.95238095417,0.001817003,0,0,7.3448599428450834e-06,0,0.60197646,0.615310314,2754,3.5137509383259203e-06,0,0.2188735392186905,Nonawardee
J Schmidhuber,0,3.806913354652048e-05,2,2805.882813,3.806913354652048e-05,1914.841749999994,0,8,3.53649624600498e-05,2957.1160130356557,11788.602380954142,0.001836333,0,2,1.1809174826736114e-05,0,0.6034024935757114,0.6134765375318034,2984,4.639788174511379e-06,0,0.21981671092918073,Nonawardee
C Conti,0,5.710370031978072e-05,3,4114.570313,5.710370031978072e-05,23013.10613,0,7,0.000503598,31262.83861143483,13624.509523813338,0.00215915,0,6,1.2552102276799219e-05,0,0.6449668474984931,0.6563320447819974,31300,0.000172493,0,0.25139141368368856,Nonawardee
Ov Vasilyev,0,0,1,2771.757813,1.903456677326024e-05,1691.9143749999937,0,8,3.223447393274691e-05,2727.6390601394564,11736.952380954168,0.001817003,0,0,7.3448599428450834e-06,0,0.60197646,0.615310314,2754,3.513750938325921e-06,0,0.2188735392186905,Nonawardee
M Gazzola,0,0,1,2771.757813,1.903456677326024e-05,1691.9143749999937,0,8,3.223447393274691e-05,2727.6390601394564,11736.95238095417,0.001817003,0,0,7.3448599428450834e-06,0,0.60197646,0.615310314,2754,3.513750938325926e-06,0,0.2188735392186905,Nonawardee
M Parrinello,14830.426227710806,1.2689711182173492e-05,4,3776.695313,7.613826709304096e-05,10471.44537499999,0,8,0.000184218,16552.489344507194,13160.60714286012,0.001987586,1.000148671967338e-05,2,1.7913032310815044e-05,5.18488326521613e-07,0.6351543415500778,0.6567195179759153,16607,6.442459955312392e-05,0,0.24314614425934736,Nonawardee
Mmp Schulz,0,0,1,2771.757813,1.903456677326024e-05,1691.9143749999937,0,8,3.223447393274691e-05,2727.6390601394564,11736.95238095417,0.001817003,0,0,7.3448599428450834e-06,0,0.60197646,0.615310314,2754,3.513750938325929e-06,0,0.2188735392186905,Nonawardee
J Freund,0,0,1,2771.757813,1.903456677326024e-05,1691.9143749999937,0,8,3.223447393274691e-05,2727.6390601394564,11736.952380954168,0.001817003,0,0,7.3448599428450834e-06,0,0.60197646,0.615310314,2754,3.5137509383259275e-06,0,0.2188735392186905,Nonawardee
G Morra,0,0,1,2771.757813,1.903456677326024e-05,1691.9143749999937,0,8,3.223447393274691e-05,2727.6390601394564,11736.95238095417,0.001817003,0,0,7.3448599428450834e-06,0,0.60197646,0.615310314,2754,3.513750938325921e-06,0,0.2188735392186905,Nonawardee
F Hussain,35370.17926461244,2.5379422364346984e-05,3,4571.109375,7.613826709304096e-05,24261.62225000004,0,7,0.000811971,35758.46369707558,14247.764285718911,0.002490863,2.4758576134310424e-05,4,1.9793195189818147e-05,1.2265712989364338e-06,0.6563925636877003,0.6615355128312851,35937,0.000968218,0,0.26172586954564037,Nonawardee
C Bekas,22588.098949968386,7.613826709304096e-06,4,3211.65625,0.000114207,5780.758624999991,0,8,0.000112846,9195.938094584795,12382.619047620905,0.001957868,2.3178348651268714e-05,2,2.624941700819088e-05,2.580156809542451e-07,0.6185606421116081,0.6048174553482449,9232,2.4042770183603787e-05,0,0.23036877877387246,Nonawardee
R Dornberger,0,0,1,2771.757813,1.903456677326024e-05,1691.9143749999937,0,8,3.223447393274691e-05,2727.6390601394564,11736.95238095417,0.001817003,0,0,7.3448599428450834e-06,0,0.60197646,0.615310314,2754,3.5137509383259216e-06,0,0.2188735392186905,Nonawardee
J Walther…,0,0,1,2771.757813,1.903456677326024e-05,1691.9143749999937,0,8,3.223447393274691e-05,2727.6390601394564,11736.95238095417,0.001817003,0,0,7.3448599428450834e-06,0,0.60197646,0.615310314,2754,3.51375093832592e-06,0,0.2188735392186905,Nonawardee
R Gämperle,0,0,1,2771.757813,1.903456677326024e-05,1691.9143749999937,0,8,3.223447393274691e-05,2727.6390601394564,11736.952380954168,0.001817003,0,0,7.3448599428450834e-06,0,0.60197646,0.615310314,2754,3.5137509383259178e-06,0,0.2188735392186905,Nonawardee
I Sbalzarini,0,0,1,2771.757813,1.903456677326024e-05,1691.9143749999937,0,8,3.223447393274691e-05,2727.6390601394564,11736.952380954168,0.001817003,0,0,7.3448599428450834e-06,0,0.60197646,0.615310314,2754,3.5137509383259216e-06,0,0.2188735392186905,Nonawardee
P Moin,0,0,1,2771.757813,1.903456677326024e-05,1691.9143749999937,0,8,3.223447393274691e-05,2727.6390601394564,11736.952380954168,0.001817003,0,0,7.3448599428450834e-06,0,0.60197646,0.615310314,2754,3.513750938325926e-06,0,0.2188735392186905,Nonawardee
Cj Burckhardt,0,0,1,2771.757813,1.903456677326024e-05,1691.9143749999937,0,8,3.223447393274691e-05,2727.6390601394564,11736.95238095417,0.001817003,0,0,7.3448599428450834e-06,0,0.60197646,0.615310314,2754,3.5137509383259262e-06,0,0.2188735392186905,Nonawardee
Mm Hejlesen,0,0,1,2771.757813,1.903456677326024e-05,1691.9143749999937,0,8,3.223447393274691e-05,2727.6390601394564,11736.95238095417,0.001817003,0,0,7.3448599428450834e-06,0,0.60197646,0.615310314,2754,3.513750938325921e-06,0,0.2188735392186905,Nonawardee
Rl Jaffe…,0,0,1,2771.757813,1.903456677326024e-05,1691.9143749999937,0,8,3.223447393274691e-05,2727.6390601394564,11736.95238095417,0.001817003,0,0,7.3448599428450834e-06,0,0.60197646,0.615310314,2754,3.513750938325923e-06,0,0.2188735392186905,Nonawardee
C Bardos,0,0,1,2771.757813,1.903456677326024e-05,1691.9143749999937,0,8,3.223447393274691e-05,2727.6390601394564,11736.952380954168,0.001817003,0,0,7.3448599428450834e-06,0,0.60197646,0.615310314,2754,3.513750938325924e-06,0,0.2188735392186905,Nonawardee
T Werder,0,3.806913354652048e-05,2,2772.632813,3.806913354652048e-05,1777.8918749999937,0,8,3.261682503545577e-05,2727.6449194119764,11738.285714287502,0.001835024,0,2,1.2060367440272798e-05,0,0.6019859776022334,0.6156946313838444,2755,3.8119112854375993e-06,0,0.21887980719457448,Nonawardee
A Auger,0,0,1,2771.757813,1.903456677326024e-05,1691.9143749999937,0,8,3.223447393274691e-05,2727.6390601394564,11736.952380954172,0.001817003,0,0,7.3448599428450834e-06,0,0.60197646,0.615310314,2754,3.513750938325922e-06,0,0.2188735392186905,Nonawardee
E Kaxiras,101505.25876365502,3.005457911567406e-05,6,4160.125,0.000380691,33972.16675000002,0.3723692169224362,7,0.000661356,29852.33963310455,13695.54523809889,0.002570331,0.000134616,30,7.695380224284176e-05,1.0814069464784693e-10,0.6464706068969893,0.6407511302265683,29921,0.000259498,0,0.25270466895266747,Nonawardee
Dm Sibylle,0,0,1,2771.757813,1.903456677326024e-05,1691.9143749999937,0,8,3.223447393274691e-05,2727.6390601394564,11736.95238095417,0.001817003,0,0,7.3448599428450834e-06,0,0.60197646,0.615310314,2754,3.513750938325922e-06,0,0.2188735392186905,Nonawardee
J Helmuth,0,0,1,2771.757813,1.903456677326024e-05,1691.9143749999937,0,8,3.223447393274691e-05,2727.6390601394564,11736.952380954168,0.001817003,0,0,7.3448599428450834e-06,0,0.60197646,0.615310314,2754,3.51375093832592e-06,0,0.2188735392186905,Nonawardee
Gh Cottet,0,0,1,2771.757813,1.903456677326024e-05,1691.9143749999937,0,8,3.223447393274691e-05,2727.6390601394564,11736.952380954172,0.001817003,0,0,7.3448599428450834e-06,0,0.60197646,0.615310314,2754,3.513750938325924e-06,0,0.2188735392186905,Nonawardee
S Daphne Sherine,0,0,1,1,1.903456677326024e-05,146.7758749999994,0,2,2.64857323976331e-50,173.99194171394106,120,0,0,0,8.30823294463264e-06,0,1.903492909488912e-05,0,238,3.791324694768049e-35,0,0.002279399,Nonawardee
Gt Daphne,0,0,1,1,1.903456677326024e-05,146.7758749999994,0,2,2.64857323976331e-50,173.99194171394106,120,0,0,0,8.30823294463264e-06,0,1.903492909488912e-05,0,238,3.805381728810128e-35,0,0.002279399,Nonawardee
T Daphne J,0,3.806913354652048e-05,2,2,3.806913354652048e-05,4.912999999999999,0,1,1.3216401528985312e-96,0,2,0,0,2,1.9034204465424366e-05,0,5.393229910218585e-05,0.4714045207910317,0,5.718211500126603e-34,0,3.806913354652048e-05,Nonawardee
Dj Sartoris,0,3.806913354652048e-05,2,2,3.806913354652048e-05,4.912999999999999,0,1,1.3216401528985312e-96,0,2,0,0,2,1.9034204465424366e-05,0,5.393229910218585e-05,0.4714045207910317,0,6.2828632600546274e-34,0,3.806913354652048e-05,Nonawardee
Sj Theodorou,0,3.806913354652048e-05,2,2,3.806913354652048e-05,4.912999999999999,0,1,1.3216401528985312e-96,0,2,0,0,2,1.9034204465424366e-05,0,5.393229910218585e-05,0.4714045207910317,0,5.283930247647514e-34,0,3.806913354652048e-05,Nonawardee
A Garvita,0,7.613826709304096e-05,4,3136.476563,7.613826709304096e-05,4666.735874999999,0,8,7.629519127135494e-05,7491.952077,12245.852380954811,0.001877783,0,12,1.6001249098067573e-05,0,0.6134989372164589,0.6806226477672617,7493,3.439988936959132e-06,0,0.2267342784175581,Nonawardee
S Sunita…,101342.44118420102,5.0758844728693974e-05,4,4087.859375,0.000247449,22549.441749999998,0,7,0.0004536,28788.511822119242,13594.566666670322,0.002280051,0.000152162,32,4.8404208643431816e-05,1.809360814352925e-08,0.6447971193807303,0.6373631384328672,28800,0.000243573,0,0.25124404435605946,Nonawardee
S Swati,0,7.613826709304096e-05,4,3136.476563,7.613826709304096e-05,4666.735874999999,0,8,7.629519127135494e-05,7491.952077,12245.85238095481,0.001877783,0,12,1.6001249098067573e-05,0,0.6134989372164589,0.6806226477672617,7493,3.439988936959131e-06,0,0.2267342784175581,Nonawardee
Sz Hasan,0,7.613826709304096e-05,4,3136.476563,7.613826709304096e-05,4666.735874999999,0,8,7.629519127135494e-05,7491.952077,12245.85238095481,0.001877783,0,12,1.6001249098067573e-05,0,0.6134989372164589,0.6806226477672617,7493,3.439988936959134e-06,0,0.2267342784175581,Nonawardee
G Clawson,0,0,1,3653.257813,1.903456677326024e-05,9136.951750000011,0,7,0.000165292,14863.739233844495,12995.08809524084,0.001894224,0,0,6.181355973537743e-06,0,0.6322800672567495,0.6283759535237081,14877,7.126314706539457e-05,0,0.24083238813651264,Nonawardee
R Boulton,0,3.806913354652048e-05,2,4072.640625,3.806913354652048e-05,20196.728875000048,0,7,0.000331549,23340.922562533313,13572.133333336971,0.002042774,0,2,1.0172066305791519e-05,0,0.644340281,0.6372097274769271,23386,0.000199892,0,0.2508482437665316,Nonawardee
A Herrera,0,0,1,3653.257813,1.903456677326024e-05,9136.951750000011,0,7,0.000165292,14863.739233844497,12995.08809524084,0.001894224,0,0,6.181355973537743e-06,0,0.6322800672567495,0.6283759535237081,14877,7.126314706539461e-05,0,0.24083238813651264,Nonawardee
S Jantsch,0,0,1,3653.257813,1.903456677326024e-05,9136.951750000011,0,7,0.000165292,14863.739233844495,12995.08809524084,0.001894224,0,0,6.181355973537743e-06,0,0.6322800672567495,0.6283759535237081,14877,7.126314706539454e-05,0,0.24083238813651264,Nonawardee
P Gardner,14208.874378937991,2.719223824751463e-05,4,4245.21875,0.000152277,25296.422874999946,0.1692587349647437,7,0.000434224,28791.123719578187,13810.29047619444,0.002229072,2.1166444570394214e-05,10,3.320382875264369e-05,5.154114893577778e-08,0.6491180482852701,0.6330285850387188,28850,0.00030376,0,0.2550503700393123,Nonawardee
R Goré,0,3.806913354652048e-05,2,3907.835938,3.806913354652048e-05,17969.911625000026,0,7,0.000307038,19823.745816078477,13343.309523812788,0.002021391,0,2,9.894326966861774e-06,0,0.6393293359982234,0.646234966,19859,0.00015637,0,0.24658727394247834,Nonawardee
C Westwater,0,0,1,3653.257813,1.903456677326024e-05,9136.951750000011,0,7,0.000165292,14863.739233844497,12995.08809524084,0.001894224,0,0,6.181355973537743e-06,0,0.6322800672567495,0.6283759535237081,14877,7.126314706539453e-05,0,0.24083238813651264,Nonawardee
R Boulton…,0,3.806913354652048e-05,2,4072.640625,3.806913354652048e-05,20196.728875000048,0,7,0.000331549,23340.922562533313,13572.13333333697,0.002042774,0,2,1.0172066305791519e-05,0,0.644340281,0.6372097274769271,23386,0.000199892,0,0.2508482437665316,Nonawardee
J Yeager,0,3.806913354652048e-05,2,3780.695313,3.806913354652048e-05,10680.24787500001,0,7,0.000188917,17256.910695083887,13173.652380955333,0.001928275,0,2,9.238095354895643e-06,0,0.6362964372957711,0.6239907120398721,17271,8.774477161305641e-05,0,0.24407790726386464,Nonawardee
S Magrath,0,0,1,3653.257813,1.903456677326024e-05,9136.951750000011,0,7,0.000165292,14863.739233844495,12995.08809524084,0.001894224,0,0,6.181355973537743e-06,0,0.6322800672567495,0.6283759535237081,14877,7.126314706539462e-05,0,0.24083238813651264,Nonawardee
T Ridge…,0,0,1,3653.257813,1.903456677326024e-05,9136.951750000011,0,7,0.000165292,14863.739233844495,12995.08809524084,0.001894224,0,0,6.181355973537743e-06,0,0.6322800672567495,0.6283759535237081,14877,7.126314706539457e-05,0,0.24083238813651264,Nonawardee
D Schofield…,0,0,1,3653.257813,1.903456677326024e-05,9136.951750000011,0,7,0.000165292,14863.739233844497,12995.08809524084,0.001894224,0,0,6.181355973537743e-06,0,0.6322800672567495,0.6283759535237081,14877,7.126314706539457e-05,0,0.24083238813651264,Nonawardee
Rj Boulton…,0,3.806913354652048e-05,2,4072.640625,3.806913354652048e-05,20196.728875000048,0,7,0.000331549,23340.922562533313,13572.133333336971,0.002042774,0,2,1.0172066305791519e-05,0,0.644340281,0.6372097274769271,23386,0.000199892,0,0.2508482437665316,Nonawardee
C Urban,0,0,1,3653.257813,1.903456677326024e-05,9136.951750000011,0,7,0.000165292,14863.739233844497,12995.08809524084,0.001894224,0,0,6.181355973537743e-06,0,0.6322800672567495,0.6283759535237081,14877,7.12631470653946e-05,0,0.24083238813651264,Nonawardee
Mc Newey,0,0,1,3653.257813,1.903456677326024e-05,9136.951750000011,0,7,0.000165292,14863.739233844497,12995.08809524084,0.001894224,0,0,6.181355973537743e-06,0,0.6322800672567495,0.6283759535237081,14877,7.126314706539462e-05,0,0.24083238813651264,Nonawardee
S Bishop,0,3.806913354652048e-05,2,3664.976563,3.806913354652048e-05,9461.823875,0,7,0.000172173,15054.637207406011,13011.371428574204,0.00191631,0,2,9.58597435037371e-06,0,0.6326147647600012,0.629205063,15068,8.263025448642461e-05,0,0.241099548,Nonawardee
S Berghofer,742.8548363497614,0,2,3696.132813,3.806913354652048e-05,9526.921125,0,7,0.000171331,15494.948603546527,13056.55238095513,0.001916076,7.375085679271251e-07,0,9.825051943368789e-06,1.022690812769486e-07,0.6337409980647822,0.6232566025263936,15509,7.62038572845035e-05,0,0.24200289019973123,Nonawardee
A Serjantov,0,3.806913354652048e-05,2,3674.710938,3.806913354652048e-05,9412.07975,0,7,0.000170007,15199.154955730482,13025.05476190754,0.001914801,0,2,9.731679217846713e-06,0,0.6329240823577932,0.6289054273604225,15213,7.710124482730389e-05,0,0.24134697642348102,Nonawardee
H Gunadi,0,0,1,3653.257813,1.903456677326024e-05,9136.951750000011,0,7,0.000165292,14863.739233844495,12995.08809524084,0.001894224,0,0,6.181355973537743e-06,0,0.6322800672567495,0.6283759535237081,14877,7.126314706539458e-05,0,0.24083238813651264,Nonawardee
P Sewell…,0,0,1,3653.257813,1.903456677326024e-05,9136.951750000011,0,7,0.000165292,14863.739233844495,12995.08809524084,0.001894224,0,0,6.181355973537743e-06,0,0.6322800672567495,0.6283759535237081,14877,7.126314706539457e-05,0,0.24083238813651264,Nonawardee
Hl Chan,0,0,1,3653.257813,1.903456677326024e-05,9136.951750000011,0,7,0.000165292,14863.739233844495,12995.08809524084,0.001894224,0,0,6.181355973537743e-06,0,0.6322800672567495,0.6283759535237081,14877,7.126314706539457e-05,0,0.24083238813651264,Nonawardee
E Catt,0,0,1,3653.257813,1.903456677326024e-05,9136.951750000011,0,7,0.000165292,14863.739233844495,12995.08809524084,0.001894224,0,0,6.181355973537743e-06,0,0.6322800672567495,0.6283759535237081,14877,7.126314706539456e-05,0,0.24083238813651264,Nonawardee
G Collins,9547.880545980455,1.903456677326024e-05,3,4605.75,5.710370031978072e-05,39989.97762499961,0,7,0.00072341,37616.33241536107,14295.57142857628,0.002418687,5.762939103114007e-06,2,1.447743280098751e-05,7.406538054291138e-07,0.6578471495193681,0.6489845237811747,37830,0.001505304,0,0.263102821,Nonawardee
K Slind…,0,3.806913354652048e-05,2,4072.640625,3.806913354652048e-05,20196.728875000048,0,7,0.000331549,23340.922562533313,13572.13333333697,0.002042774,0,2,1.0172066305791519e-05,0,0.644340281,0.6372097274769271,23386,0.000199892,0,0.2508482437665316,Nonawardee
P Abate,0,3.806913354652048e-05,2,3907.835938,3.806913354652048e-05,17969.911625000026,0,7,0.000307038,19823.745816078477,13343.309523812788,0.002021391,0,2,9.894326966861774e-06,0,0.6393293359982234,0.646234966,19859,0.00015637,0,0.24658727394247834,Nonawardee
Tom Ridge…,0,0,1,3653.257813,1.903456677326024e-05,9136.951750000011,0,7,0.000165292,14863.739233844495,12995.08809524084,0.001894224,0,0,6.181355973537743e-06,0,0.6322800672567495,0.6283759535237081,14877,7.126314706539462e-05,0,0.24083238813651264,Nonawardee
A Barthwal,0,0,1,3653.257813,1.903456677326024e-05,9136.951750000011,0,7,0.000165292,14863.739233844495,12995.08809524084,0.001894224,0,0,6.181355973537743e-06,0,0.6322800672567495,0.6283759535237081,14877,7.12631470653946e-05,0,0.24083238813651264,Nonawardee
J Cheney,10730.132108117015,1.2689711182173492e-05,4,4396.242188,7.613826709304096e-05,33280.66199999999,0,7,0.000558384,32930.17318285568,14013.169047623524,0.002251049,6.924817110685021e-06,2,1.717363160763964e-05,3.7379715648640653e-07,0.6530535198756384,0.6373564733495233,33015,0.000390816,0,0.2586189061942594,Nonawardee
M Fairbairn,0,3.806913354652048e-05,2,3664.976563,3.806913354652048e-05,9461.823875,0,7,0.000172173,15054.63720740601,13011.371428574204,0.00191631,0,2,9.58597435037371e-06,0,0.6326147647600012,0.629205063,15068,8.263025448642464e-05,0,0.241099548,Nonawardee
R Vestergaard,0,0,1,3653.257813,1.903456677326024e-05,9136.951750000011,0,7,0.000165292,14863.739233844497,12995.08809524084,0.001894224,0,0,6.181355973537743e-06,0,0.6322800672567495,0.6283759535237081,14877,7.126314706539461e-05,0,0.24083238813651264,Nonawardee
G Gonthier,0,0,1,3653.257813,1.903456677326024e-05,9136.951750000011,0,7,0.000165292,14863.739233844495,12995.08809524084,0.001894224,0,0,6.181355973537743e-06,0,0.6322800672567495,0.6283759535237081,14877,7.126314706539462e-05,0,0.24083238813651264,Nonawardee
M Abdulaziz,0,0,1,3653.257813,1.903456677326024e-05,9136.951750000011,0,7,0.000165292,14863.739233844495,12995.08809524084,0.001894224,0,0,6.181355973537743e-06,0,0.6322800672567495,0.6283759535237081,14877,7.126314706539454e-05,0,0.24083238813651264,Nonawardee
H Mehnert,0,0,1,3653.257813,1.903456677326024e-05,9136.951750000011,0,7,0.000165292,14863.739233844497,12995.08809524084,0.001894224,0,0,6.181355973537743e-06,0,0.6322800672567495,0.6283759535237081,14877,7.12631470653946e-05,0,0.24083238813651264,Nonawardee
C Gretton,0,0,1,3653.257813,1.903456677326024e-05,9136.951750000011,0,7,0.000165292,14863.739233844495,12995.08809524084,0.001894224,0,0,6.181355973537743e-06,0,0.6322800672567495,0.6283759535237081,14877,7.126314706539461e-05,0,0.24083238813651264,Nonawardee
E Carpenter Catt,0,0,1,3653.257813,1.903456677326024e-05,9136.951750000011,0,7,0.000165292,14863.739233844495,12995.08809524084,0.001894224,0,0,6.181355973537743e-06,0,0.6322800672567495,0.6283759535237081,14877,7.126314706539458e-05,0,0.24083238813651264,Nonawardee
